VentaID,Fecha,ProductoKey,ClienteKey,VendedorKey,Cantidad,Importe
1361,2024-09-07,11,6,3,3,10284.27
1362,2024-09-07,2,35,6,10,26193.9
1363,2024-09-07,6,5,3,4,2441.56
1364,2024-09-07,1,40,4,12,29972.52
1365,2024-09-08,21,8,1,17,90861.09
1366,2024-09-08,17,29,4,15,15176.7
1367,2024-09-08,4,25,2,14,40881.54
1368,2024-09-08,11,25,4,16,63933.44
1369,2024-09-08,17,8,5,18,18094.32
1370,2024-09-08,2,13,2,15,38777.7
1371,2024-09-08,15,18,3,13,50640.59
1372,2024-09-08,5,28,2,20,116111.2
1373,2024-09-09,8,27,1,4,4074.16
1374,2024-09-09,2,20,5,20,54584.8
1375,2024-09-09,15,7,4,3,9635.01
1376,2024-09-09,10,2,4,17,108177.97
1377,2024-09-09,12,6,1,5,4132.1
1378,2024-09-09,1,6,1,5,11810.85
1379,2024-09-09,18,5,2,7,19050.15
1380,2024-09-09,10,38,2,14,82500.46
1381,2024-09-09,11,7,5,2,7809.84
1382,2024-09-10,22,4,1,14,51362.78
1383,2024-09-10,4,14,5,14,31909.22
1384,2024-09-10,24,19,2,9,48245.94
1385,2024-09-10,19,30,5,14,45458.0
1386,2024-09-11,21,34,4,17,74962.01
1387,2024-09-11,11,21,5,8,29533.84
1388,2024-09-11,17,24,2,10,11403.6
1389,2024-09-11,14,39,2,17,34350.03
1390,2024-09-12,14,40,2,15,30154.95
1391,2024-09-12,5,36,1,18,108313.56
1392,2024-09-12,3,12,3,9,8887.32
1393,2024-09-12,9,26,4,20,18344.6
1394,2024-09-12,6,7,2,4,2606.36
1395,2024-09-12,16,3,2,17,66936.31
1396,2024-09-12,13,13,3,13,10183.16
1397,2024-09-12,22,19,4,18,74731.32
1398,2024-09-13,13,10,5,7,5044.9
1399,2024-09-13,25,30,1,11,11914.43
1400,2024-09-13,3,5,6,8,7531.2
1401,2024-09-13,18,18,4,6,17366.16
1402,2024-09-14,16,24,2,11,38908.76
1403,2024-09-14,18,10,5,6,14362.26
1404,2024-09-14,17,7,5,7,7465.08
1405,2024-09-14,5,15,3,5,30659.25
1406,2024-09-15,3,1,4,9,7375.14
1407,2024-09-15,8,29,6,13,12889.5
1408,2024-09-15,13,15,4,1,657.65
1409,2024-09-15,9,7,4,8,5647.44
1410,2024-09-15,23,33,1,14,36960.7
1411,2024-09-15,8,4,3,15,14101.95
1412,2024-09-15,19,8,5,2,8353.84
1413,2024-09-16,1,32,5,19,48798.65
1414,2024-09-16,5,35,4,13,67647.58
1415,2024-09-16,9,13,1,12,9521.16
1416,2024-09-16,23,22,5,19,53017.6
1417,2024-09-16,14,37,6,7,16471.28
1418,2024-09-17,12,22,3,17,11473.64
1419,2024-09-17,23,28,5,9,24294.51
1420,2024-09-17,15,37,3,15,53756.85
1421,2024-09-18,4,8,2,20,47239.8
1422,2024-09-18,24,14,4,5,23391.55
1423,2024-09-18,22,22,6,11,38925.04
1424,2024-09-18,15,12,1,16,62828.64
1425,2024-09-18,6,29,1,15,9109.35
1426,2024-09-18,1,33,1,16,40378.08
1427,2024-09-18,14,4,5,8,19008.56
1428,2024-09-18,14,32,4,8,16488.48
1429,2024-09-18,13,33,1,2,1549.84
1430,2024-09-18,11,28,2,2,7905.24
1431,2024-09-19,1,28,4,4,10361.56
1432,2024-09-19,23,7,5,16,46770.4
1433,2024-09-19,13,25,6,19,13390.63
1434,2024-09-19,9,5,4,14,11831.96
1435,2024-09-19,18,32,1,17,43327.73
1436,2024-09-19,13,28,5,4,2974.2
1437,2024-09-19,20,39,4,1,2995.93
1438,2024-09-20,25,27,6,10,8262.8
1439,2024-09-20,20,1,4,9,31745.25
1440,2024-09-20,8,25,1,12,12277.8
1441,2024-09-20,10,22,3,20,123865.8
1442,2024-09-20,18,37,4,8,23728.48
1443,2024-09-20,19,36,6,1,3686.61
1444,2024-09-20,24,40,6,19,109914.62
1445,2024-09-20,16,35,1,10,38807.6
1446,2024-09-20,23,1,2,10,29090.3
1447,2024-09-20,11,16,1,2,8252.34
1448,2024-09-20,21,16,6,6,32585.94
1449,2024-09-21,23,21,5,17,49861.17
1450,2024-09-21,19,7,2,5,21248.7
1451,2024-09-21,15,23,2,17,68395.59
1452,2024-09-21,15,19,3,6,23878.08
1453,2024-09-22,1,32,1,17,37486.02
1454,2024-09-22,4,1,4,6,17131.38
1455,2024-09-22,18,5,2,3,7534.74
1456,2024-09-22,13,35,6,5,4177.5
1457,2024-09-22,2,30,5,19,58387.0
1458,2024-09-22,25,8,2,5,4730.15
1459,2024-09-23,10,4,3,8,53462.64
1460,2024-09-23,4,34,3,6,16840.5
1461,2024-09-23,5,26,6,6,32797.26
1462,2024-09-23,5,17,5,19,108072.95
1463,2024-09-23,18,24,2,6,14203.86
1464,2024-09-23,8,8,2,1,1050.67
1465,2024-09-24,25,20,3,10,10217.6
1466,2024-09-24,4,30,5,10,29160.0
1467,2024-09-24,6,23,4,15,9199.65
1468,2024-09-24,6,1,1,6,3799.38
1469,2024-09-24,22,16,4,13,44492.76
1470,2024-09-25,14,26,3,15,28854.45
1471,2024-09-25,7,28,6,8,23858.56
1472,2024-09-25,12,9,4,15,11525.7
1473,2024-09-26,3,19,6,10,8738.1
1474,2024-09-26,4,29,3,7,17895.5
1475,2024-09-27,16,6,1,10,36090.9
1476,2024-09-27,15,28,3,3,11077.62
1477,2024-09-27,16,15,5,9,32628.06
1478,2024-09-27,23,13,1,6,15526.98
1479,2024-09-27,16,22,4,13,53248.0
1480,2024-09-27,21,6,4,4,20333.6
1481,2024-09-27,22,33,2,5,18357.15
1482,2024-09-28,10,30,3,11,64914.19
1483,2024-09-28,25,40,2,19,17927.26
1484,2024-09-28,6,2,4,9,6468.21
1485,2024-09-28,23,35,4,1,2413.51
1486,2024-09-28,12,2,4,7,5219.27
1487,2024-09-28,14,6,1,7,15976.45
1488,2024-09-28,21,13,4,8,37844.16
1489,2024-09-28,12,30,6,19,15137.87
1490,2024-09-28,14,15,1,12,25101.24
1491,2024-09-29,24,27,6,15,82212.9
1492,2024-09-29,12,11,2,19,14129.54
1493,2024-09-29,21,28,3,19,95231.04
1494,2024-09-29,9,32,6,13,10060.44
1495,2024-09-29,15,37,5,2,8239.08
1496,2024-09-30,7,4,3,2,6339.52
1497,2024-09-30,10,16,4,3,19980.93
1498,2024-09-30,25,35,4,10,9336.7
1499,2024-09-30,18,5,2,3,6891.78
1500,2024-09-30,22,25,2,7,28663.32
1501,2024-09-30,17,10,5,10,10305.9
1502,2024-10-01,4,21,1,2,4580.5
1503,2024-10-01,24,18,3,13,68701.23
1504,2024-10-01,15,30,2,8,27057.04
1505,2024-10-01,6,23,2,15,11685.15
1506,2024-10-01,20,5,2,13,47031.14
1507,2024-10-02,10,35,2,12,75463.32
1508,2024-10-02,21,25,2,4,20321.12
1509,2024-10-02,20,29,6,11,31866.78
1510,2024-10-02,14,15,5,12,24452.28
1511,2024-10-02,23,23,5,8,19449.76
1512,2024-10-02,25,25,1,16,15509.12
1513,2024-10-02,1,2,5,19,49666.0
1514,2024-10-03,25,28,6,11,10438.23
1515,2024-10-03,18,32,1,20,56713.4
1516,2024-10-03,16,1,6,7,24862.53
1517,2024-10-03,9,9,6,10,8556.3
1518,2024-10-04,25,40,6,15,15470.1
1519,2024-10-04,7,39,2,10,29386.1
1520,2024-10-04,24,26,3,7,40690.37
1521,2024-10-04,1,13,5,4,8890.52
1522,2024-10-04,5,19,1,6,33790.98
1523,2024-10-05,4,33,4,10,24188.7
1524,2024-10-05,9,19,6,15,13789.35
1525,2024-10-05,22,1,2,18,66802.86
1526,2024-10-05,11,13,4,8,29115.44
1527,2024-10-06,9,20,3,11,7764.13
1528,2024-10-06,1,18,2,17,44694.7
1529,2024-10-06,7,24,3,12,31089.36
1530,2024-10-06,4,17,1,17,40209.93
1531,2024-10-06,19,24,5,15,56401.2
1532,2024-10-06,17,40,3,2,2050.18
1533,2024-10-06,18,22,2,6,15745.14
1534,2024-10-07,23,16,2,4,9538.76
1535,2024-10-07,2,16,2,7,20525.96
1536,2024-10-07,18,32,3,16,40476.8
1537,2024-10-07,22,15,4,2,7086.72
1538,2024-10-07,17,22,1,16,15636.96
1539,2024-10-07,3,32,2,9,7704.81
1540,2024-10-08,17,7,5,17,20264.0
1541,2024-10-08,20,9,3,5,18562.3
1542,2024-10-08,7,31,1,19,59462.59
1543,2024-10-08,16,14,3,11,44462.11
1544,2024-10-08,1,13,2,16,41972.0
1545,2024-10-08,18,8,6,17,50588.43
1546,2024-10-08,15,7,3,8,29821.52
1547,2024-10-09,18,6,4,11,27920.53
1548,2024-10-09,4,25,4,18,40749.66
1549,2024-10-09,16,20,5,9,36638.46
1550,2024-10-09,1,6,2,7,16466.73
1551,2024-10-09,12,5,6,19,14158.42
1552,2024-10-09,3,3,5,17,16095.43
1553,2024-10-10,5,32,4,1,5817.92
1554,2024-10-10,20,2,4,9,28342.89
1555,2024-10-10,19,18,2,9,34124.94
1556,2024-10-10,15,14,2,7,27100.99
1557,2024-10-10,5,38,3,1,6429.9
1558,2024-10-11,1,4,5,14,32271.68
1559,2024-10-11,4,3,4,16,47056.96
1560,2024-10-11,23,32,2,5,12872.2
1561,2024-10-11,5,9,5,17,95461.46
1562,2024-10-11,14,16,1,9,18142.65
1563,2024-10-11,15,33,5,12,44348.04
1564,2024-10-11,17,14,2,6,7337.76
1565,2024-10-12,1,21,2,3,6732.03
1566,2024-10-12,4,3,1,2,5085.34
1567,2024-10-12,16,14,4,16,66111.36
1568,2024-10-12,10,39,4,7,37679.6
1569,2024-10-12,25,23,5,16,13749.92
1570,2024-10-12,7,8,6,11,36373.48
1571,2024-10-12,7,22,6,15,38736.15
1572,2024-10-13,19,4,6,18,60901.56
1573,2024-10-14,9,37,4,19,13336.86
1574,2024-10-14,19,28,6,2,6725.26
1575,2024-10-14,14,36,5,3,6355.17
1576,2024-10-14,12,28,3,17,12542.6
1577,2024-10-14,12,6,4,10,8641.5
1578,2024-10-15,13,38,1,16,11729.76
1579,2024-10-15,12,1,2,2,1409.48
1580,2024-10-15,2,21,1,10,30666.6
1581,2024-10-15,8,31,4,8,7890.8
1582,2024-10-15,13,24,1,4,2749.32
1583,2024-10-15,12,30,2,19,15780.45
1584,2024-10-15,2,5,6,14,41398.56
1585,2024-10-15,15,40,2,19,68322.1
1586,2024-10-15,4,27,2,19,42511.74
1587,2024-10-16,17,29,3,4,4399.6
1588,2024-10-16,7,6,4,19,61491.6
1589,2024-10-16,20,34,3,6,21507.66
1590,2024-10-16,24,39,1,3,14550.72
1591,2024-10-16,4,40,2,9,22832.28
1592,2024-10-16,21,3,4,17,81206.28
1593,2024-10-17,6,10,5,10,6980.7
1594,2024-10-17,9,18,4,9,8218.53
1595,2024-10-17,24,29,2,5,24001.35
1596,2024-10-17,20,29,2,6,20696.58
1597,2024-10-17,7,20,4,11,29017.34
1598,2024-10-17,16,24,1,13,43793.75
1599,2024-10-17,14,34,3,9,17643.69
1600,2024-10-18,22,18,2,7,26271.98
1601,2024-10-18,5,30,5,12,79154.88
1602,2024-10-18,17,12,6,20,19663.8
1603,2024-10-18,11,28,2,18,64408.32
1604,2024-10-18,3,7,3,9,7111.62
1605,2024-10-18,18,16,3,16,40189.92
1606,2024-10-18,9,4,6,12,10299.84
1607,2024-10-19,22,2,2,4,15862.04
1608,2024-10-19,19,6,6,9,37389.69
1609,2024-10-19,19,32,5,14,48035.54
1610,2024-10-19,25,20,3,11,10308.43
1611,2024-10-19,25,23,5,4,3686.92
1612,2024-10-20,10,39,6,4,25663.16
1613,2024-10-20,23,18,5,11,26609.11
1614,2024-10-20,3,3,1,8,8148.24
1615,2024-10-21,6,18,2,14,9230.9
1616,2024-10-21,21,34,5,6,33145.5
1617,2024-10-21,10,8,5,6,36757.08
1618,2024-10-21,6,33,5,1,640.02
1619,2024-10-22,16,27,5,5,18973.25
1620,2024-10-22,15,6,1,6,18894.9
1621,2024-10-22,21,2,5,11,60312.45
1622,2024-10-22,2,19,6,6,14875.38
1623,2024-10-23,6,35,6,14,10085.32
1624,2024-10-23,10,29,2,11,59821.63
1625,2024-10-23,15,20,4,13,42801.98
1626,2024-10-23,5,16,4,18,98704.26
1627,2024-10-23,12,39,4,3,2303.55
1628,2024-10-23,24,35,5,4,21953.64
1629,2024-10-23,21,37,3,19,105019.65
1630,2024-10-23,20,22,3,4,12122.76
1631,2024-10-24,14,7,2,1,2183.78
1632,2024-10-24,23,17,3,14,39170.04
1633,2024-10-24,2,18,6,5,14850.3
1634,2024-10-24,4,10,4,12,29880.72
1635,2024-10-24,15,21,6,2,6914.84
1636,2024-10-25,2,34,4,12,35288.52
1637,2024-10-25,22,36,5,12,50082.6
1638,2024-10-26,12,5,3,15,10683.9
1639,2024-10-26,21,28,1,3,15836.28
1640,2024-10-26,2,35,2,17,44222.44
1641,2024-10-26,14,9,2,18,39310.74
1642,2024-10-26,4,29,6,5,14705.2
1643,2024-10-27,1,1,6,8,16459.2
1644,2024-10-27,8,10,2,5,4830.35
1645,2024-10-27,17,31,3,19,19793.82
1646,2024-10-28,1,20,5,8,19850.08
1647,2024-10-28,24,3,3,16,91521.44
1648,2024-10-28,14,29,2,5,11370.8
1649,2024-10-29,17,1,6,11,13355.87
1650,2024-10-29,23,36,2,16,41885.76
1651,2024-10-30,1,26,3,11,25793.46
1652,2024-10-30,19,3,1,1,3921.08
1653,2024-10-30,16,26,3,3,9893.79
1654,2024-10-30,8,6,4,9,9408.96
1655,2024-10-31,18,34,5,15,40546.35
1656,2024-10-31,18,14,4,12,31588.8
1657,2024-10-31,3,23,6,14,11177.88
1658,2024-10-31,5,14,2,18,101628.18
1659,2024-10-31,8,2,4,8,7372.48
1660,2024-10-31,9,34,4,10,7134.5
1661,2024-10-31,10,20,6,18,104485.14
1662,2024-10-31,19,30,3,6,22381.8
1663,2024-10-31,13,40,3,2,1316.84
1664,2024-11-01,6,32,2,17,13019.11
1665,2024-11-01,8,40,5,9,8673.48
1666,2024-11-01,4,23,3,11,24598.97
1667,2024-11-01,13,22,3,20,15948.8
1668,2024-11-01,23,10,2,11,30937.28
1669,2024-11-01,1,5,4,19,49286.57
1670,2024-11-01,18,33,1,11,33087.67
1671,2024-11-02,14,22,3,18,36194.58
1672,2024-11-02,18,35,3,1,2321.78
1673,2024-11-02,23,5,5,18,48301.74
1674,2024-11-02,18,17,1,13,38055.29
1675,2024-11-02,12,19,3,14,9212.42
1676,2024-11-02,1,4,2,12,24669.72
1677,2024-11-02,18,7,5,17,46882.43
1678,2024-11-02,11,17,3,3,11613.15
1679,2024-11-02,4,30,4,5,14721.5
1680,2024-11-02,8,35,3,6,6738.6
1681,2024-11-02,17,31,6,11,13427.04
1682,2024-11-03,25,36,5,9,8323.11
1683,2024-11-03,7,2,5,3,9623.25
1684,2024-11-03,18,29,3,19,43861.31
1685,2024-11-03,6,38,3,14,9429.56
1686,2024-11-03,14,6,6,7,12973.73
1687,2024-11-03,18,29,5,5,11808.9
1688,2024-11-03,22,2,5,6,24738.12
1689,2024-11-03,12,28,3,11,7224.03
1690,2024-11-03,8,29,2,8,8210.32
1691,2024-11-03,3,15,1,8,6354.64
1692,2024-11-04,11,31,2,14,50872.78
1693,2024-11-04,13,21,4,16,12584.64
1694,2024-11-04,15,7,4,6,21959.28
1695,2024-11-04,18,16,6,16,37512.0
1696,2024-11-05,12,27,4,5,3354.8
1697,2024-11-05,16,40,4,13,51164.1
1698,2024-11-05,16,19,5,6,25177.44
1699,2024-11-05,4,36,2,20,59432.8
1700,2024-11-05,11,16,2,12,42380.64
1701,2024-11-05,15,32,4,13,47151.52
1702,2024-11-05,18,23,3,5,12093.35
1703,2024-11-05,3,31,2,3,2535.21
1704,2024-11-05,24,30,1,15,79380.9
1705,2024-11-05,13,34,4,3,2282.7
1706,2024-11-05,7,9,2,1,3311.91
1707,2024-11-05,25,14,3,12,11112.84
1708,2024-11-06,9,1,2,7,6176.03
1709,2024-11-06,11,20,1,17,56968.7
1710,2024-11-06,20,25,5,4,11632.72
1711,2024-11-06,14,2,6,15,31072.05
1712,2024-11-06,24,10,5,20,107870.2
1713,2024-11-06,2,30,3,6,18213.12
1714,2024-11-06,19,35,4,9,36426.51
1715,2024-11-06,1,23,1,10,22520.9
1716,2024-11-06,3,1,5,3,2992.83
1717,2024-11-07,14,31,1,4,9354.24
1718,2024-11-07,4,6,5,9,20174.13
1719,2024-11-07,21,26,2,17,96110.01
1720,2024-11-07,4,34,4,11,29519.71
1721,2024-11-07,23,34,6,19,50146.89
1722,2024-11-07,21,15,2,1,4404.58
1723,2024-11-07,6,26,1,11,8682.08
1724,2024-11-07,12,33,4,14,11164.16
1725,2024-11-08,1,27,2,7,15746.15
1726,2024-11-08,24,15,3,15,80956.8
1727,2024-11-08,2,37,2,11,32574.19
1728,2024-11-08,14,6,1,19,39693.85
1729,2024-11-08,4,32,1,10,26343.4
1730,2024-11-08,23,40,1,3,8250.42
1731,2024-11-08,7,40,5,2,6187.9
1732,2024-11-08,8,26,2,20,20392.2
1733,2024-11-08,9,22,6,12,8819.28
1734,2024-11-08,15,33,4,6,21421.14
1735,2024-11-09,2,15,4,10,25498.5
1736,2024-11-09,10,38,5,19,119235.83
1737,2024-11-09,18,35,6,12,33066.84
1738,2024-11-09,5,15,6,3,15400.62
1739,2024-11-09,22,11,4,5,21340.7
1740,2024-11-09,6,24,4,1,699.33
1741,2024-11-09,7,17,6,16,39933.28
1742,2024-11-09,8,17,3,11,9863.48
1743,2024-11-09,11,33,3,11,37935.15
1744,2024-11-09,24,1,6,20,101827.8
1745,2024-11-09,8,30,6,3,3347.13
1746,2024-11-10,5,30,5,4,26018.2
1747,2024-11-10,4,40,5,1,2469.18
1748,2024-11-10,22,40,4,7,28192.15
1749,2024-11-10,17,13,5,3,3364.41
1750,2024-11-10,10,8,2,3,19966.5
1751,2024-11-10,15,37,4,12,38710.92
1752,2024-11-10,9,37,1,7,5326.79
1753,2024-11-10,22,25,4,14,50249.36
1754,2024-11-10,4,12,2,14,39538.94
1755,2024-11-10,5,10,5,9,46768.77
1756,2024-11-10,25,11,2,7,6634.39
1757,2024-11-11,8,5,4,6,5400.9
1758,2024-11-11,12,6,2,11,8749.95
1759,2024-11-11,3,2,1,19,19082.27
1760,2024-11-11,22,39,1,4,15870.52
1761,2024-11-11,4,38,4,12,28924.92
1762,2024-11-11,17,26,5,11,11379.28
1763,2024-11-11,14,11,6,18,39330.36
1764,2024-11-11,18,14,2,2,5995.98
1765,2024-11-11,6,15,4,19,12747.48
1766,2024-11-11,16,5,4,8,31912.64
1767,2024-11-11,14,20,4,14,32028.5
1768,2024-11-11,24,32,6,9,48672.63
1769,2024-11-11,2,33,1,15,41570.4
1770,2024-11-12,10,31,1,10,53177.2
1771,2024-11-12,3,23,4,6,5274.66
1772,2024-11-12,17,25,5,9,9740.7
1773,2024-11-12,5,36,1,15,74690.25
1774,2024-11-12,12,21,3,10,6854.0
1775,2024-11-12,24,1,2,14,71286.04
1776,2024-11-12,5,15,4,7,45099.74
1777,2024-11-12,11,37,4,13,44601.18
1778,2024-11-12,19,3,6,19,71860.85
1779,2024-11-13,19,16,3,20,82450.4
1780,2024-11-13,23,10,5,2,5484.04
1781,2024-11-13,19,20,3,19,62617.16
1782,2024-11-13,14,33,3,16,32426.4
1783,2024-11-13,7,15,2,9,26307.99
1784,2024-11-13,16,36,1,9,30543.75
1785,2024-11-13,7,5,4,16,50484.48
1786,2024-11-13,17,8,1,9,10466.46
1787,2024-11-13,12,31,1,16,13277.44
1788,2024-11-14,9,9,1,5,4565.9
1789,2024-11-14,6,39,2,7,4938.99
1790,2024-11-14,8,1,1,16,14947.84
1791,2024-11-14,13,16,5,9,7121.61
1792,2024-11-14,20,19,5,10,37123.3
1793,2024-11-14,2,11,2,9,27611.73
1794,2024-11-14,21,38,4,5,25839.15
1795,2024-11-14,5,14,6,16,79434.56
1796,2024-11-14,18,4,3,12,29980.8
1797,2024-11-14,15,17,4,3,10032.63
1798,2024-11-14,5,8,2,9,56114.64
1799,2024-11-15,8,14,4,17,19322.71
1800,2024-11-15,6,21,5,4,2617.12
1801,2024-11-15,13,18,4,6,4063.38
1802,2024-11-15,1,5,1,20,46965.4
1803,2024-11-15,14,7,2,6,11936.64
1804,2024-11-15,8,5,4,2,1901.3
1805,2024-11-15,17,3,5,12,11397.24
1806,2024-11-15,5,31,5,18,104182.2
1807,2024-11-16,3,8,4,11,10378.83
1808,2024-11-16,4,17,5,11,24976.49
1809,2024-11-16,21,22,3,18,102082.68
1810,2024-11-16,4,16,5,16,47088.96
1811,2024-11-16,16,9,1,4,13729.52
1812,2024-11-16,20,1,1,5,17423.6
1813,2024-11-16,3,17,2,6,5002.92
1814,2024-11-16,4,16,5,4,11285.68
1815,2024-11-16,20,13,5,1,3059.0
1816,2024-11-17,14,8,1,17,36903.94
1817,2024-11-17,8,6,6,6,6269.52
1818,2024-11-17,4,25,5,10,24182.3
1819,2024-11-17,13,3,5,12,8867.52
1820,2024-11-17,8,4,3,3,3059.58
1821,2024-11-17,22,25,5,14,53822.72
1822,2024-11-18,19,1,6,11,42352.53
1823,2024-11-18,5,17,3,1,6382.82
1824,2024-11-18,18,30,6,20,52829.0
1825,2024-11-18,3,9,5,10,7960.6
1826,2024-11-18,1,25,4,18,46926.0
1827,2024-11-18,8,9,3,12,11428.32
1828,2024-11-18,22,5,5,12,43261.8
1829,2024-11-18,21,20,3,20,86452.6
1830,2024-11-18,20,20,2,15,47064.6
1831,2024-11-19,13,6,6,12,8237.88
1832,2024-11-19,15,8,2,19,74468.98
1833,2024-11-19,17,20,6,9,10646.28
1834,2024-11-19,21,32,5,19,94735.14
1835,2024-11-19,23,34,3,14,35793.38
1836,2024-11-19,10,32,4,2,11865.18
1837,2024-11-19,1,13,1,11,24870.89
1838,2024-11-19,20,31,3,1,3374.22
1839,2024-11-19,8,2,3,6,5298.48
1840,2024-11-20,21,3,4,20,100047.8
1841,2024-11-20,15,39,2,17,67500.71
1842,2024-11-20,2,6,5,12,29709.0
1843,2024-11-20,25,6,3,6,5196.54
1844,2024-11-20,15,10,2,14,48428.52
1845,2024-11-20,19,5,5,12,38784.48
1846,2024-11-20,25,7,5,20,18667.0
1847,2024-11-20,19,22,2,11,37611.97
1848,2024-11-20,15,14,2,2,8066.94
1849,2024-11-21,25,38,5,4,3337.44
1850,2024-11-21,13,6,3,12,8907.24
1851,2024-11-21,23,35,6,6,16750.74
1852,2024-11-21,5,17,6,16,93448.8
1853,2024-11-21,10,18,4,8,47403.44
1854,2024-11-21,10,11,3,18,99516.6
1855,2024-11-21,16,5,3,12,46873.32
1856,2024-11-22,25,7,4,10,8426.8
1857,2024-11-22,5,40,4,11,55310.97
1858,2024-11-22,16,12,1,7,26324.83
1859,2024-11-22,23,20,3,16,36897.6
1860,2024-11-22,4,30,4,19,53961.52
1861,2024-11-22,5,2,6,13,84665.49
1862,2024-11-22,12,33,1,13,8596.64
1863,2024-11-22,21,16,3,12,54160.32
1864,2024-11-22,15,39,6,4,15119.04
1865,2024-11-23,21,35,2,9,42377.94
1866,2024-11-23,9,24,5,1,796.12
1867,2024-11-23,3,32,4,19,17899.14
1868,2024-11-23,18,5,1,17,49799.63
1869,2024-11-23,12,35,1,3,2406.09
1870,2024-11-23,16,4,3,9,36912.51
1871,2024-11-23,1,22,3,20,52611.8
1872,2024-11-23,20,7,3,17,52352.18
1873,2024-11-23,10,8,4,3,18188.79
1874,2024-11-23,25,18,1,8,7300.48
1875,2024-11-24,8,14,4,3,3159.24
1876,2024-11-24,14,34,3,10,22271.6
1877,2024-11-24,18,36,6,11,26671.7
1878,2024-11-24,24,5,2,19,85143.18
1879,2024-11-24,24,1,2,12,61227.6
1880,2024-11-24,19,36,5,7,23030.98
1881,2024-11-24,24,24,2,17,78240.8
1882,2024-11-24,12,36,2,7,5402.74
1883,2024-11-24,11,13,3,3,10932.78
1884,2024-11-25,16,4,4,18,58799.34
1885,2024-11-25,11,12,3,3,11764.68
1886,2024-11-25,13,35,2,12,9832.92
1887,2024-11-25,21,36,3,15,76036.35
1888,2024-11-25,21,10,2,17,89657.83
1889,2024-11-25,5,26,4,17,98342.28
1890,2024-11-25,2,9,6,2,5400.72
1891,2024-11-26,5,7,4,9,52001.01
1892,2024-11-26,14,34,3,14,28746.34
1893,2024-11-26,2,9,5,17,42976.17
1894,2024-11-26,12,3,3,7,5667.48
1895,2024-11-26,22,20,4,12,42375.84
1896,2024-11-26,7,8,3,11,32337.69
1897,2024-11-26,22,22,3,16,60588.32
1898,2024-11-26,8,23,6,15,15376.8
1899,2024-11-26,20,19,1,14,46062.94
1900,2024-11-26,16,40,2,5,17882.45
1901,2024-11-26,22,15,2,11,39483.62
1902,2024-11-26,6,38,3,15,9311.85
1903,2024-11-27,3,28,5,3,2818.53
1904,2024-11-27,25,6,3,18,16802.64
1905,2024-11-27,16,5,1,12,39940.68
1906,2024-11-27,13,24,3,3,2464.17
1907,2024-11-27,12,2,2,17,14760.59
1908,2024-11-27,5,33,2,3,18247.02
1909,2024-11-27,12,28,1,15,12873.0
1910,2024-11-27,5,19,5,7,45912.44
1911,2024-11-27,9,9,4,20,15468.8
1912,2024-11-27,19,32,3,5,19707.55
1913,2024-11-28,14,19,5,19,42006.53
1914,2024-11-28,21,5,2,9,39121.47
1915,2024-11-28,21,21,1,5,25401.4
1916,2024-11-28,3,34,6,5,4456.1
1917,2024-11-28,7,20,2,13,34422.44
1918,2024-11-28,2,9,1,8,20392.4
1919,2024-11-28,17,35,4,3,3661.17
1920,2024-11-28,12,21,4,4,3058.36
1921,2024-11-28,23,33,5,18,40294.98
1922,2024-11-28,2,38,3,13,39997.75
1923,2024-11-29,2,25,5,10,31219.1
1924,2024-11-29,2,35,1,18,52305.48
1925,2024-11-29,5,33,1,6,39484.32
1926,2024-11-29,13,15,6,1,814.78
1927,2024-11-29,20,28,5,4,15350.24
1928,2024-11-29,6,32,1,1,673.16
1929,2024-11-29,7,8,4,16,41001.92
1930,2024-11-29,3,15,1,19,17390.51
1931,2024-11-29,23,31,5,15,35086.8
1932,2024-11-29,3,19,4,14,14136.64
1933,2024-11-29,22,33,5,2,7541.64
1934,2024-11-30,9,8,2,16,14594.88
1935,2024-11-30,11,32,5,17,71202.46
1936,2024-11-30,19,19,4,15,63374.4
1937,2024-11-30,21,14,1,18,93149.64
1938,2024-11-30,1,7,5,8,18686.8
1939,2024-11-30,5,38,2,3,15029.4
1940,2024-11-30,3,27,5,5,4312.1
1941,2024-11-30,1,33,1,18,40775.58
1942,2024-11-30,18,27,2,14,36595.58
1943,2024-11-30,23,29,6,4,11142.6
1944,2024-12-01,25,23,3,3,2883.51
1945,2024-12-01,4,35,6,20,46006.2
1946,2024-12-01,20,30,2,6,19399.14
1947,2024-12-01,16,12,2,5,20599.95
1948,2024-12-01,11,16,4,20,77022.6
1949,2024-12-01,14,32,4,10,23631.9
1950,2024-12-01,1,31,4,14,32083.24
1951,2024-12-02,22,14,3,16,66974.56
1952,2024-12-02,10,11,2,18,101381.04
1953,2024-12-02,3,10,1,3,2457.96
1954,2024-12-02,17,18,5,5,4663.2
1955,2024-12-02,11,13,4,6,24092.46
1956,2024-12-02,18,8,1,8,23165.52
1957,2024-12-02,22,39,1,17,56800.74
1958,2024-12-02,18,40,2,15,37481.55
1959,2024-12-02,25,27,2,20,19144.0
1960,2024-12-03,3,27,1,5,3914.0
1961,2024-12-03,10,33,5,15,96699.15
1962,2024-12-03,24,18,1,1,5487.82
1963,2024-12-03,20,5,5,13,40799.2
1964,2024-12-03,23,11,1,5,11676.05
1965,2024-12-03,11,36,1,12,51455.52
1966,2024-12-03,5,4,2,7,35491.61
1967,2024-12-03,7,8,2,9,22496.49
